loan_id,customer_id,age,gender,region,employment_type,loan_purpose,loan_amount,term_months,interest_rate,annual_income,issue_date,earliest_credit_line,fico_score,num_delinquencies_2yrs,open_credit_lines,revolving_utilization_pct,overdraft_count_6m,cashflow_volatility_score,monthly_installment,handled_by_employee_id,off_hours_access_flag,bulk_download_flag,loan_status,credit_history_months,dti_ratio,lti_ratio,fico_bucket,loan_status_group,default_flag,liquidity_proxy,cost_to_income_proxy,risk_segment,pca_1,pca_2
LN107613,CUST27613,35,Male,North,Retired,Auto,50000.0,36,8.41,613100.0,2022-09-03,2005-05-30,650,0,6,28.36,0,1298.14,1576.29,EMP1092,1,0,Current,207,0.0309,0.0816,Fair,Good,0,0.7163999999999999,0.029435,Low-Risk,-0.8795267994705501,-0.7053759769974159
LN107614,CUST27614,56,Male,West,Salaried,Home,50000.0,120,15.81,277200.0,2021-11-20,2004-05-13,787,0,9,22.87,0,3533.49,831.65,EMP1011,0,0,Current,210,0.036,0.1804,Very Good,Good,0,0.7713,0.055335,Low-Risk,-1.1433319457670938,0.21406665746623327
LN107615,CUST27615,28,Male,North,Salaried,Home,71700.0,240,6.5,152400.0,2022-12-28,2015-06-08,663,1,2,38.08,1,20.64,534.58,EMP1024,0,0,Current,91,0.0421,0.4705,Fair,Good,0,0.6192,0.02275,Distressed,-0.006309857155790748,2.213188035832627
LN107616,CUST27616,41,Female,Central,Retired,Personal,50000.0,36,9.18,614800.0,2023-02-02,2007-02-25,819,2,6,19.03,0,2891.04,1594.18,EMP1043,0,0,Fully Paid,191,0.0311,0.0813,Excellent,Good,0,0.8097,0.03213,Watch-list,-1.646772956973065,-0.7168668237670246
LN107617,CUST27617,56,Female,West,Salaried,Education,50000.0,24,13.49,341700.0,2026-04-16,2014-01-17,747,0,7,29.31,2,3325.37,2388.62,EMP1004,0,0,Fully Paid,147,0.0839,0.1463,Very Good,Good,0,0.7069000000000001,0.0472149999999999,Low-Risk,-0.6242585279656949,0.4620211579195749
LN107618,CUST27618,25,Male,South,Salaried,Personal,50000.0,36,9.72,409900.0,2025-07-28,2010-08-29,675,0,4,61.97,1,5508.66,1606.79,EMP1087,0,0,Current,179,0.047,0.122,Good,Good,0,0.3802999999999999,0.03402,Moderate-Risk,1.578110261222582,-0.3725024056374599
LN107619,CUST27619,44,Male,North,Business Owner,Education,50000.0,48,12.78,391600.0,2022-08-18,2008-10-11,722,0,5,35.63,2,2730.6,1335.92,EMP1011,0,0,Current,166,0.0409,0.1277,Good,Good,0,0.6436999999999999,0.04473,Low-Risk,-0.22962477665768072,-0.21079112950874707
LN107620,CUST27620,31,Female,West,Salaried,Home,50000.0,36,10.22,971900.0,2021-08-01,2018-02-28,645,0,5,47.26,1,1185.36,1618.53,EMP1092,0,0,Fully Paid,41,0.02,0.0514,Fair,Good,0,0.5274000000000001,0.03577,Moderate-Risk,0.4742236244245002,-1.1214785797380795
LN107621,CUST27621,34,Female,East,Salaried,Home,50000.0,240,12.9,703300.0,2022-12-05,2015-02-21,749,0,2,25.52,1,6181.44,582.23,EMP1030,0,0,Current,93,0.0099,0.0711,Very Good,Good,0,0.7448,0.0451499999999999,Low-Risk,-1.029422954149407,-0.9407147679900366
LN107622,CUST27622,31,Male,South,Salaried,Business,50000.0,84,8.18,419600.0,2023-08-10,2008-02-13,766,0,8,26.84,0,3169.02,783.8,EMP1013,0,0,Fully Paid,186,0.0224,0.1192,Very Good,Good,0,0.7316,0.0286299999999999,Low-Risk,-0.956587919614368,-0.5192991767472465
LN107623,CUST27623,31,Female,South,Self-Employed,Auto,50000.0,240,6.5,413400.0,2025-07-12,2010-02-07,718,0,3,69.89,0,4063.02,372.79,EMP1056,0,0,Fully Paid,185,0.0108,0.1209,Good,Good,0,0.3011,0.02275,Moderate-Risk,2.064071073099744,-0.8893496319572667
LN107624,CUST27624,69,Male,West,Salaried,Personal,50000.0,36,10.22,518400.0,2021-10-28,2018-07-05,647,1,7,72.06,3,4283.12,1618.53,EMP1080,0,0,Current,40,0.0375,0.0965,Fair,Good,0,0.2794,0.03577,Moderate-Risk,2.265186845118176,-0.733530995707063
LN107625,CUST27625,49,Male,South,Salaried,Credit Card Refinance,194200.0,36,6.5,913400.0,2023-04-08,2013-06-30,718,1,4,55.92,0,1942.24,5952.04,EMP1064,0,0,Current,117,0.0782,0.2126,Good,Good,0,0.4407999999999999,0.02275,Moderate-Risk,1.112992598891546,0.6030864104169222
LN107626,CUST27626,52,Male,North,Salaried,Personal,50000.0,48,11.29,463100.0,2024-01-18,2006-07-20,634,0,4,42.04,1,1843.45,1299.33,EMP1017,0,0,Fully Paid,210,0.0337,0.108,Fair,Good,0,0.5796,0.0395149999999999,Low-Risk,0.15277643651320139,-0.5016703437820632
LN107627,CUST27627,45,Female,Central,Salaried,Home,50000.0,48,7.86,322500.0,2022-03-30,2006-03-20,589,0,1,40.79,2,3590.89,1217.36,EMP1104,0,0,Fully Paid,192,0.0453,0.155,Fair,Good,0,0.5921000000000001,0.02751,Low-Risk,0.10566716160906249,-0.04874418259907989
LN107628,CUST27628,22,Male,South,Self-Employed,Credit Card Refinance,50000.0,84,7.9,228000.0,2021-10-18,2009-10-08,696,2,5,57.76,0,2306.17,776.82,EMP1033,0,0,Current,144,0.0409,0.2193,Good,Good,0,0.4224,0.0276499999999999,Watch-list,1.154286043599014,0.20091456987070397
LN107629,CUST27629,44,Female,South,Salaried,Home,60500.0,120,16.21,422100.0,2024-08-14,2019-09-14,574,0,4,9.85,2,2761.02,1021.39,EMP1012,0,0,Current,59,0.029,0.1433,Poor,Good,0,0.9015,0.056735,Low-Risk,-2.055580993490653,-0.046633713803924566
LN107630,CUST27630,51,Female,North,Self-Employed,Education,50000.0,48,12.38,228900.0,2023-12-02,2016-10-04,653,1,8,54.89,1,3156.49,1326.04,EMP1072,0,0,Current,86,0.0695,0.2184,Fair,Good,0,0.4510999999999999,0.04333,Moderate-Risk,1.094269913761117,0.6406118338181772
LN107631,CUST27631,30,Female,Central,Salaried,Auto,50000.0,36,6.58,533800.0,2025-11-10,2012-06-13,703,0,2,36.17,0,1045.25,1534.27,EMP1015,0,0,Current,161,0.0345,0.0937,Good,Good,0,0.6383,0.02303,Low-Risk,-0.3202524560043151,-0.6406440592033754
LN107632,CUST27632,50,Male,North,Salaried,Personal,133900.0,36,11.35,567600.0,2021-10-07,2005-12-06,781,0,4,58.0,0,1012.51,4405.94,EMP1092,0,0,Fully Paid,190,0.0931,0.2359,Very Good,Good,0,0.42,0.0397249999999999,Moderate-Risk,1.3916660430584984,1.034331428094618
LN107633,CUST27633,47,Male,East,Salaried,Personal,50000.0,60,11.04,851600.0,2025-10-31,2013-03-08,638,1,8,47.53,0,3853.63,1088.12,EMP1035,0,0,Current,152,0.0153,0.0587,Fair,Good,0,0.5246999999999999,0.0386399999999999,Watch-list,0.39696559436706264,-1.1551485002385342
LN107634,CUST27634,60,Female,Central,Salaried,Personal,50000.0,60,6.5,394300.0,2021-11-30,2013-05-30,614,0,4,40.92,1,2403.59,978.31,EMP1015,0,0,Current,102,0.0298,0.1268,Fair,Good,0,0.5908,0.02275,Low-Risk,0.04975887799634194,-0.46412810660655474
LN107635,CUST27635,35,Female,North,Salaried,Business,51100.0,48,12.61,780600.0,2025-06-28,2013-07-18,731,1,5,53.18,2,3176.22,1361.01,EMP1079,1,0,Fully Paid,143,0.0209,0.0655,Good,Good,0,0.4681999999999999,0.0441349999999999,Moderate-Risk,0.8927838711344044,-1.0322527299732183
LN107636,CUST27636,27,Female,West,Self-Employed,Credit Card Refinance,50000.0,24,14.55,1073400.0,2022-01-05,2020-12-10,694,1,5,28.75,1,6931.96,2413.66,EMP1086,0,0,Fully Paid,13,0.027,0.0466,Good,Good,0,0.7125,0.050925,Watch-list,-0.8679605441751909,-0.956461407422033
LN107637,CUST27637,36,Male,South,Self-Employed,Home,50000.0,120,10.15,460700.0,2024-03-23,2009-04-05,684,1,8,28.11,0,801.82,664.91,EMP1060,0,0,Fully Paid,180,0.0173,0.1085,Good,Good,0,0.7189,0.035525,Watch-list,-0.9455563078122957,-0.671295847101985
LN107638,CUST27638,55,Male,West,Salaried,Business,50000.0,84,10.57,1512600.0,2023-07-20,2006-07-12,583,0,6,65.58,1,1603.23,844.86,EMP1001,0,0,Current,204,0.0067,0.0331,Fair,Good,0,0.3442,0.036995,Moderate-Risk,1.7423961503998702,-1.5014133754430272
LN107639,CUST27639,21,Female,South,Self-Employed,Home,54300.0,24,9.72,975100.0,2026-03-30,2024-05-15,750,0,2,51.06,0,2568.43,2498.66,EMP1035,0,0,Fully Paid,22,0.0307,0.0557,Very Good,Good,0,0.4893999999999999,0.03402,Moderate-Risk,0.7341600782343743,-1.0044079789670355
LN107640,CUST27640,21,Male,West,Retired,Home,53300.0,36,12.73,339900.0,2024-07-03,2015-12-03,542,0,6,38.95,0,1392.38,1788.96,EMP1106,0,0,Fully Paid,103,0.0632,0.1568,Poor,Good,0,0.6105,0.044555,Low-Risk,-0.05202422047261143,0.226238744854545
LN107641,CUST27641,40,Male,South,Salaried,Credit Card Refinance,50000.0,48,10.7,2234300.0,2024-01-10,2006-11-29,692,1,2,25.22,0,2491.31,1285.0,EMP1062,0,0,Current,205,0.0069,0.0224,Good,Good,0,0.7478,0.03745,Watch-list,-1.2029624545263116,-1.408179901323109
LN107642,CUST27642,35,Male,North,Salaried,Personal,50000.0,48,10.83,426200.0,2026-05-16,2014-01-13,759,1,5,69.87,2,5246.09,1288.15,EMP1112,0,0,Current,148,0.0363,0.1173,Very Good,Good,0,0.3012999999999999,0.037905,Moderate-Risk,2.1089527317510828,-0.5833401783999799
LN107643,CUST27643,40,Male,Central,Self-Employed,Home,50000.0,36,8.91,955300.0,2023-03-20,2013-01-14,687,0,2,62.6,1,2942.47,1587.89,EMP1005,0,0,Fully Paid,122,0.0199,0.0523,Good,Good,0,0.374,0.0311849999999999,Moderate-Risk,1.5584188562025756,-1.215226580609602
LN107644,CUST27644,50,Male,North,Salaried,Personal,50000.0,84,18.03,625100.0,2022-05-09,2019-09-14,663,0,2,28.25,2,2285.72,1051.77,EMP1093,0,0,Fully Paid,32,0.0202,0.08,Fair,Good,0,0.7175,0.063105,Low-Risk,-0.7728753969981554,-0.6925111403365463
LN107645,CUST27645,33,Male,West,Self-Employed,Auto,50100.0,12,10.67,522800.0,2026-04-19,2011-04-21,612,0,6,29.31,0,1237.21,4420.21,EMP1002,0,0,Current,180,0.1015,0.0958,Fair,Good,0,0.7069000000000001,0.0373449999999999,Low-Risk,-0.7405494973197242,0.23325815220043314
LN107646,CUST27646,21,Male,North,Retired,Personal,50000.0,48,13.74,908800.0,2024-01-12,2009-12-11,642,0,4,36.46,2,2191.16,1359.81,EMP1063,1,0,Current,169,0.018,0.055,Fair,Good,0,0.6354,0.0480899999999999,Low-Risk,-0.23660230941699306,-1.004133139214538
LN107647,CUST27647,62,Female,South,Salaried,Personal,50000.0,36,12.35,480700.0,2026-04-03,2014-01-22,822,0,2,57.47,0,2079.39,1669.09,EMP1048,0,0,Current,146,0.0417,0.104,Excellent,Good,0,0.4253,0.043225,Moderate-Risk,1.2502121721563815,-0.5190738867439781
LN107648,CUST27648,29,Male,West,Business Owner,Business,50000.0,12,6.5,424200.0,2022-03-09,2020-01-15,644,0,5,16.88,0,3350.76,4314.82,EMP1080,0,0,Current,26,0.1221,0.1179,Fair,Good,0,0.8312,0.02275,Low-Risk,-1.6111757830599414,0.6431400888264229
LN107649,CUST27649,28,Male,North,Salaried,Home,50000.0,48,10.31,431300.0,2025-08-21,2012-06-08,709,0,4,24.12,1,3964.76,1275.59,EMP1075,0,0,Fully Paid,158,0.0355,0.1159,Good,Good,0,0.7588,0.036085,Low-Risk,-1.1039533712987044,-0.34130462845220044
LN107650,CUST27650,52,Female,Central,Salaried,Home,50000.0,24,7.81,235800.0,2026-02-18,2024-02-26,625,0,5,34.15,0,5911.87,2257.03,EMP1102,0,0,Fully Paid,24,0.1149,0.212,Fair,Good,0,0.6585000000000001,0.0273349999999999,Low-Risk,-0.3362530981109652,1.1869648103897603
LN107651,CUST27651,35,Male,East,Salaried,Home,50000.0,36,14.63,795400.0,2022-04-05,2005-08-26,660,0,4,12.18,1,2014.0,1724.22,EMP1095,0,0,Current,199,0.026,0.0629,Fair,Good,0,0.8782,0.051205,Low-Risk,-1.9680622107864916,-0.7227138326396193
LN107652,CUST27652,39,Male,South,Salaried,Home,50000.0,48,7.45,307800.0,2024-04-06,2006-10-05,574,0,2,33.71,0,1431.77,1207.78,EMP1019,0,0,Current,210,0.0471,0.1624,Poor,Good,0,0.6629,0.0260749999999999,Low-Risk,-0.45897226901021365,0.040730940792260355
LN107653,CUST27653,45,Female,West,Salaried,Credit Card Refinance,50000.0,240,13.08,496600.0,2025-12-15,2014-11-17,676,0,7,10.34,0,1203.71,588.64,EMP1023,0,0,Fully Paid,133,0.0142,0.1007,Good,Good,0,0.8966000000000001,0.0457799999999999,Low-Risk,-2.1252053983262584,-0.5967876936337475
LN107654,CUST27654,51,Female,South,Salaried,Credit Card Refinance,54600.0,60,14.69,447300.0,2023-04-12,2006-03-04,656,1,4,34.18,1,1847.65,1290.06,EMP1009,1,0,Fully Paid,205,0.0346,0.1221,Fair,Good,0,0.6582,0.0514149999999999,Watch-list,-0.4394291050898076,-0.3343508378558488
LN107655,CUST27655,36,Male,South,Self-Employed,Education,53800.0,36,12.4,617900.0,2022-12-31,2014-05-23,767,1,6,39.64,1,2445.42,1797.23,EMP1074,0,0,Fully Paid,103,0.0349,0.0871,Very Good,Good,0,0.6035999999999999,0.0433999999999999,Watch-list,-0.07010542512399144,-0.6521210919049765
LN107656,CUST27656,56,Male,West,Salaried,Personal,62600.0,36,11.51,439200.0,2023-08-31,2017-02-27,625,0,8,24.93,0,2465.45,2064.6,EMP1072,0,0,Fully Paid,78,0.0564,0.1425,Fair,Good,0,0.7507,0.0402849999999999,Low-Risk,-1.052537717922618,0.0991303123367628
LN107657,CUST27657,21,Female,South,Salaried,Business,50000.0,48,10.23,381700.0,2024-10-22,2014-08-14,652,1,7,18.11,0,2092.08,1273.66,EMP1078,1,0,Current,122,0.04,0.131,Fair,Good,0,0.8189,0.035805,Watch-list,-1.6265371919627287,-0.18983931861538736
LN107658,CUST27658,48,Male,North,Salaried,Home,50000.0,24,11.1,555700.0,2024-05-11,2012-10-01,738,1,6,38.5,0,10794.67,2332.71,EMP1053,0,0,Current,139,0.0504,0.09,Good,Good,0,0.615,0.0388499999999999,Watch-list,-0.18120949326701766,-0.47342520719371006
LN107659,CUST27659,30,Female,West,Salaried,Home,57800.0,24,7.21,530200.0,2021-10-15,2006-03-28,677,0,7,54.97,1,1485.72,2593.36,EMP1060,0,0,Fully Paid,187,0.0587,0.109,Good,Good,0,0.4503,0.0252349999999999,Moderate-Risk,1.0700416063203293,-0.33179617528644445
LN107660,CUST27660,55,Female,West,Salaried,Auto,77000.0,24,12.07,246700.0,2023-10-30,2011-05-26,669,0,5,29.3,0,8366.23,3627.17,EMP1050,0,0,Current,149,0.1764,0.3121,Fair,Good,0,0.7070000000000001,0.042245,Distressed,-0.5418178567818036,2.7169636187830353
LN107661,CUST27661,41,Female,East,Self-Employed,Business,50000.0,48,14.86,416500.0,2024-06-29,2007-03-31,668,0,4,54.05,1,2656.13,1387.99,EMP1097,0,0,Fully Paid,207,0.04,0.12,Fair,Good,0,0.4595,0.0520099999999999,Moderate-Risk,1.0405903637174196,-0.3568119684431073
LN107662,CUST27662,32,Male,East,Salaried,Personal,50000.0,60,8.71,889600.0,2022-12-26,2004-03-21,615,0,5,22.53,1,2007.25,1030.89,EMP1048,1,0,Current,225,0.0139,0.0562,Fair,Good,0,0.7746999999999999,0.030485,Low-Risk,-1.2909862754276604,-1.0442181199605076
LN107663,CUST27663,47,Male,West,Self-Employed,Personal,50000.0,60,11.56,1709100.0,2026-01-18,2015-02-20,651,0,2,36.37,1,4071.11,1101.14,EMP1019,0,0,Fully Paid,131,0.0077,0.0293,Fair,Good,0,0.6363000000000001,0.04046,Low-Risk,-0.30977123574194293,-1.3510252083908283
LN107664,CUST27664,49,Female,East,Salaried,Auto,81900.0,240,11.17,173000.0,2025-01-04,2010-05-21,685,0,5,65.24,1,2346.32,854.86,EMP1047,1,0,Current,175,0.0593,0.4734,Good,Good,0,0.3476,0.039095,Distressed,2.0299101387966996,2.3841301010830986
LN107665,CUST27665,47,Male,South,Self-Employed,Personal,50000.0,24,12.5,697500.0,2025-04-27,2015-03-07,604,0,5,40.16,0,6088.33,2365.37,EMP1050,0,0,Default,122,0.0407,0.0717,Fair,Bad,1,0.5984,0.04375,Low-Risk,-0.025012479490342833,-0.6743835757715207
LN107666,CUST27666,28,Male,Central,Salaried,Business,50000.0,240,9.78,468900.0,2023-02-14,2004-12-02,610,0,3,29.08,3,2540.44,475.25,EMP1046,1,0,Current,218,0.0122,0.1066,Fair,Good,0,0.7092,0.03423,Low-Risk,-0.7297944367865685,-0.6907179605278178
LN107667,CUST27667,34,Female,North,Salaried,Auto,73400.0,48,6.67,319500.0,2023-06-29,2021-11-30,759,1,6,14.0,0,3702.74,1746.44,EMP1014,0,0,Fully Paid,19,0.0656,0.2297,Very Good,Good,0,0.86,0.0233449999999999,Watch-list,-1.846125734414147,0.8101774250876846
LN107668,CUST27668,39,Male,East,Self-Employed,Personal,50000.0,24,7.92,349600.0,2022-09-26,2008-02-04,712,0,6,13.72,0,1964.07,2259.54,EMP1007,0,0,Fully Paid,176,0.0776,0.143,Good,Good,0,0.8628,0.0277199999999999,Low-Risk,-1.837143945019533,0.3557919710946589
LN107669,CUST27669,39,Male,Central,Salaried,Auto,50000.0,180,6.5,263900.0,2024-05-07,2013-12-04,699,1,7,24.7,2,4412.07,435.55,EMP1085,0,0,Current,125,0.0198,0.1895,Good,Good,0,0.753,0.02275,Watch-list,-1.093384257278405,-0.05252722901948507
LN107670,CUST27670,48,Female,West,Business Owner,Business,77500.0,48,13.98,209100.0,2025-07-29,2023-06-02,644,0,7,32.4,0,2377.17,2117.02,EMP1027,0,0,Fully Paid,26,0.1215,0.3706,Fair,Good,0,0.6759999999999999,0.04893,Distressed,-0.32482737138438916,2.5336186077064404
LN107671,CUST27671,21,Male,Central,Self-Employed,Personal,50000.0,36,12.77,546800.0,2025-07-13,2010-05-17,694,1,2,51.02,1,3126.24,1679.16,EMP1007,0,0,Current,182,0.0369,0.0914,Good,Good,0,0.4898,0.044695,Moderate-Risk,0.7305369691373539,-0.6517632472968244
LN107672,CUST27672,43,Male,South,Salaried,Auto,55000.0,24,11.45,1179700.0,2022-02-03,2013-08-20,523,2,6,8.33,1,849.18,2574.94,EMP1029,0,0,Fully Paid,101,0.0262,0.0466,Poor,Good,0,0.9167,0.0400749999999999,Watch-list,-2.4253200416360787,-0.9312469688214919
LN107673,CUST27673,36,Male,South,Business Owner,Personal,50000.0,36,9.27,537100.0,2026-01-20,2015-01-17,601,0,4,2.4,0,1539.86,1596.28,EMP1016,0,0,Fully Paid,132,0.0357,0.0931,Fair,Good,0,0.976,0.0324449999999999,Low-Risk,-2.7080327843832426,-0.41525229510434847
LN107674,CUST27674,30,Female,Central,Business Owner,Home,50000.0,240,10.98,486200.0,2023-07-16,2009-01-02,720,0,1,32.99,2,4636.59,515.41,EMP1009,0,0,Fully Paid,174,0.0127,0.1028,Good,Good,0,0.6700999999999999,0.03843,Low-Risk,-0.46392179989451776,-0.7285272481889357
LN107675,CUST27675,31,Male,South,Salaried,Business,50000.0,36,11.41,314000.0,2025-04-17,2019-07-05,636,1,10,27.52,1,4156.39,1646.66,EMP1069,0,0,Fully Paid,69,0.0629,0.1592,Fair,Good,0,0.7248,0.039935,Watch-list,-0.8895348737626225,0.25709484296206897
LN107676,CUST27676,37,Male,West,Salaried,Credit Card Refinance,50000.0,240,9.83,265200.0,2025-05-18,2018-11-27,666,1,4,8.2,2,2311.5,476.89,EMP1113,0,0,Fully Paid,78,0.0216,0.1885,Fair,Good,0,0.918,0.034405,Watch-list,-2.24503110129459,0.09290159586970789
LN107677,CUST27677,21,Female,North,Self-Employed,Personal,50000.0,36,9.95,447800.0,2025-12-09,2018-03-03,703,2,5,51.98,0,2704.5,1612.19,EMP1089,0,0,Fully Paid,93,0.0432,0.1117,Good,Good,0,0.4802,0.0348249999999999,Watch-list,0.6989398306979917,-0.515323955053033
LN107678,CUST27678,32,Female,West,Salaried,Auto,95000.0,36,15.69,251200.0,2021-09-02,2006-06-24,631,2,10,36.11,0,5479.41,3325.4,EMP1097,0,0,Fully Paid,182,0.1589,0.3782,Fair,Good,0,0.6389,0.0549149999999999,Distressed,-0.1567778731705209,2.951964519725196
LN107679,CUST27679,30,Male,East,Salaried,Education,50000.0,24,7.5,820500.0,2026-02-14,2006-06-26,639,1,4,28.16,1,3092.82,2249.98,EMP1001,0,0,Charged Off,236,0.0329,0.0609,Fair,Bad,1,0.7183999999999999,0.02625,Watch-list,-0.9468947866108754,-0.8728432975392282
LN107680,CUST27680,45,Female,South,Self-Employed,Personal,84100.0,48,14.68,322000.0,2025-09-13,2017-10-23,656,0,8,56.51,2,1169.05,2326.95,EMP1104,0,0,Current,95,0.0867,0.2612,Fair,Good,0,0.4349,0.0513799999999999,Moderate-Risk,1.3616947237280648,1.2215800419867433
LN107681,CUST27681,31,Male,East,Self-Employed,Auto,50000.0,36,6.5,278200.0,2024-08-24,2012-01-20,689,0,6,29.79,1,228.32,1532.45,EMP1110,0,0,Fully Paid,151,0.0661,0.1797,Good,Good,0,0.7021,0.02275,Low-Risk,-0.6677607644926092,0.4026377298981714
LN107682,CUST27682,37,Female,West,Self-Employed,Home,52500.0,60,16.64,1525600.0,2024-03-17,2017-01-21,574,1,5,34.2,0,1357.86,1294.62,EMP1022,0,0,Current,86,0.0102,0.0344,Poor,Good,0,0.6579999999999999,0.0582399999999999,Watch-list,-0.5402290822363596,-1.2481129516505196
LN107683,CUST27683,56,Male,North,Self-Employed,Business,50000.0,36,6.5,903800.0,2021-10-23,2004-03-01,699,0,5,24.14,0,6097.4,1532.45,EMP1036,0,0,Current,212,0.0203,0.0553,Good,Good,0,0.7585999999999999,0.02275,Low-Risk,-1.20562990310321,-1.0259519310740015
LN107684,CUST27684,50,Male,East,Salaried,Business,50000.0,120,12.99,229300.0,2025-03-31,2006-06-27,678,0,5,28.17,2,4733.07,746.26,EMP1001,0,0,Current,225,0.0391,0.2181,Good,Good,0,0.7182999999999999,0.045465,Low-Risk,-0.7124970095256599,0.4839920554491011
LN107685,CUST27685,49,Female,East,Salaried,Business,50000.0,120,9.39,272300.0,2022-12-03,2018-04-28,687,0,8,80.43,1,2942.48,643.98,EMP1094,0,0,Fully Paid,55,0.0284,0.1836,Good,Good,0,0.1956999999999999,0.032865,Moderate-Risk,2.904483154919728,-0.22938338841445252
LN107686,CUST27686,34,Male,South,Self-Employed,Personal,50000.0,36,10.97,397400.0,2023-03-28,2009-10-26,631,0,6,61.38,1,3845.12,1636.23,EMP1043,0,0,Current,161,0.0494,0.1258,Fair,Good,0,0.3862,0.038395,Moderate-Risk,1.5413751657928734,-0.29645172654213225
LN107687,CUST27687,45,Male,West,Salaried,Business,101400.0,84,11.07,404900.0,2023-11-29,2005-09-17,676,0,1,6.32,1,2698.16,1739.95,EMP1011,0,0,Fully Paid,218,0.0516,0.2504,Good,Good,0,0.9368,0.038745,Low-Risk,-2.2741915020966728,0.948271025759354
LN107688,CUST27688,37,Male,South,Self-Employed,Personal,50000.0,120,13.44,343700.0,2025-02-16,2015-02-10,742,0,5,45.01,1,2068.96,759.59,EMP1038,0,0,Fully Paid,120,0.0265,0.1455,Very Good,Good,0,0.5499,0.0470399999999999,Moderate-Risk,0.407336165531148,-0.29342974202579736
LN107689,CUST27689,37,Female,South,Salaried,Auto,50000.0,60,6.5,922800.0,2025-08-28,2018-04-17,724,0,6,42.7,2,2299.94,978.31,EMP1111,0,0,Current,88,0.0127,0.0542,Good,Good,0,0.573,0.02275,Low-Risk,0.16930439389033425,-1.2013389923436004
LN107690,CUST27690,44,Male,East,Salaried,Business,50000.0,36,11.4,496700.0,2025-07-24,2007-05-15,759,0,5,43.37,2,2049.51,1646.42,EMP1084,0,0,Current,218,0.0398,0.1007,Very Good,Good,0,0.5663,0.0399,Low-Risk,0.29897359042452704,-0.48411050932648153
LN107691,CUST27691,33,Male,West,Self-Employed,Credit Card Refinance,50000.0,48,12.09,433500.0,2024-09-27,2018-11-05,621,0,4,39.92,2,4718.65,1318.9,EMP1047,0,0,Current,71,0.0365,0.1153,Fair,Good,0,0.6008,0.042315,Low-Risk,0.044352532735975336,-0.3840743017482875
LN107692,CUST27692,56,Male,Central,Salaried,Business,50000.0,84,9.38,316700.0,2025-10-02,2020-10-27,724,0,9,19.22,0,758.68,814.13,EMP1023,0,0,Current,59,0.0308,0.1579,Good,Good,0,0.8078000000000001,0.03283,Low-Risk,-1.4660514321984786,-0.07843143230313157
LN107693,CUST27693,38,Male,North,Salaried,Business,68700.0,36,11.14,248100.0,2021-07-30,2003-11-11,639,1,7,36.27,0,6411.41,2253.71,EMP1058,0,0,Fully Paid,213,0.109,0.2769,Fair,Good,0,0.6373,0.03899,Distressed,-0.20031213303235085,1.6006776560376073
LN107694,CUST27694,46,Male,South,Salaried,Education,50000.0,36,9.37,313800.0,2024-04-03,2011-03-24,532,0,3,47.57,0,2229.7,1598.61,EMP1009,0,1,Fully Paid,156,0.0611,0.1593,Poor,Good,0,0.5243,0.032795,Moderate-Risk,0.5361871820345574,0.13043112251217
LN107695,CUST27695,56,Male,North,Salaried,Education,50000.0,24,13.28,273300.0,2023-10-21,2019-04-17,740,0,2,73.1,1,4045.73,2383.67,EMP1035,0,0,Fully Paid,54,0.1047,0.1829,Good,Good,0,0.269,0.04648,Moderate-Risk,2.476733129387185,0.7281258645107916
LN107696,CUST27696,51,Male,West,Salaried,Business,50000.0,36,12.66,221300.0,2023-06-06,2010-03-23,730,0,9,29.46,1,1566.5,1676.52,EMP1056,0,0,Current,158,0.0909,0.2259,Good,Good,0,0.7054,0.0443099999999999,Low-Risk,-0.6024598680347935,1.1133639373836628
LN107697,CUST27697,24,Male,South,Salaried,Personal,65200.0,12,12.19,800400.0,2025-06-20,2007-11-01,776,2,5,34.71,1,3139.89,5798.74,EMP1057,0,0,Current,212,0.0869,0.0815,Very Good,Good,0,0.6529,0.0426649999999999,Watch-list,-0.44922229964264465,-0.11045918803965082
LN107698,CUST27698,44,Female,West,Self-Employed,Home,50000.0,36,13.62,737900.0,2024-01-31,2021-05-22,584,0,6,56.9,0,2340.05,1699.67,EMP1021,0,0,Fully Paid,32,0.0276,0.0678,Fair,Good,0,0.431,0.0476699999999999,Moderate-Risk,1.1505199332498641,-0.9267733041738665
LN107699,CUST27699,49,Female,South,Business Owner,Business,50000.0,36,15.49,360000.0,2026-02-10,2020-03-28,690,0,2,21.13,1,3394.16,1745.29,EMP1018,0,0,Current,70,0.0582,0.1389,Good,Good,0,0.7887,0.054215,Low-Risk,-1.2564350010196823,0.17457701086999447
LN107700,CUST27700,49,Female,Central,Salaried,Credit Card Refinance,124900.0,36,8.33,913200.0,2021-09-20,2009-04-01,665,2,5,55.49,1,348.88,3932.95,EMP1045,0,0,Fully Paid,150,0.0517,0.1368,Fair,Good,0,0.4450999999999999,0.0291549999999999,Watch-list,0.985453482071663,-0.2619424279785669
LN107701,CUST27701,27,Male,East,Salaried,Auto,50000.0,24,18.61,612100.0,2024-02-16,2020-12-11,754,0,4,8.95,0,928.43,2510.97,EMP1018,0,0,Fully Paid,38,0.0492,0.0817,Very Good,Good,0,0.9105,0.065135,Low-Risk,-2.162349705771567,-0.257665459795838
